sentinal	temp	gx	gy	gz	ax	ay	az	footer
-15242	-129	94	131	-2640	320	16640	-16070	165	319	113	-5152	-4048	15120	-16541	-215	126	66	-272	-1392	-16256	-16299	322	216	117	-1776	-4224	16016
-15250	-135	91	121	-2624	224	16656	-16066	171	316	118	-5168	-3840	15120	-16537	-207	136	73	-224	-1248	-16288	-16294	328	210	119	-1760	-4304	15952
-15212	-134	86	117	-2656	256	16640	-16056	164	317	114	-5264	-4000	14944	-16549	-207	136	66	-224	-1296	-16192	-16283	319	214	120	-1792	-4224	15952
-15238	-130	89	124	-2480	272	16592	-16072	166	312	116	-5200	-3968	15184	-16546	-207	138	71	-272	-1232	-16192	-16270	319	218	116	-1888	-4176	15888
-15223	-127	95	127	-2592	112	16640	-16080	167	308	116	-5184	-4032	15184	-16550	-206	139	66	-256	-1296	-16144	-16276	317	208	110	-1840	-4176	15888
-15220	-130	90	127	-2624	192	16640	-16083	168	311	120	-5200	-3952	15024	-16537	-210	140	68	-256	-1344	-16192	-16296	326	207	108	-1760	-4272	15904
-15235	-133	90	118	-2560	336	16576	-16063	167	301	115	-5168	-3888	15136	-16561	-207	133	72	-240	-1264	-16048	-16306	314	217	113	-1936	-4224	16080
-15242	-127	85	121	-2624	240	16672	-16077	171	311	116	-5184	-3888	15136	-16543	-204	134	73	-272	-1344	-16224	-16291	316	211	118	-1760	-4208	15872
-15236	-129	95	118	-2528	144	16672	-16060	173	315	118	-5184	-3936	14960	-16533	-213	138	66	-272	-1376	-16144	-16289	326	209	108	-1824	-4144	16000
-15222	-126	93	115	-2624	176	16576	-16078	169	305	112	-5216	-3904	15056	-16501	-210	149	63	-160	-1296	-16080	-16291	322	211	117	-1952	-4208	15936
-15236	-127	87	118	-2688	192	16656	-16049	162	299	113	-5168	-4016	15072	-16546	-207	137	62	-304	-1376	-16144	-16288	318	213	121	-1824	-4144	15888
-15219	-128	87	116	-2512	256	16640	-16057	175	297	117	-5232	-4032	15024	-16545	-214	139	69	-288	-1248	-16208	-16298	322	212	118	-1872	-4192	15760
-15216	-130	91	118	-2576	224	16496	-16062	173	309	114	-5136	-3952	15136	-16528	-204	132	61	-256	-1312	-16208	-16281	322	205	116	-1888	-4192	16000
-15217	-137	95	125	-2528	256	16688	-16058	175	311	111	-5200	-4016	15088	-16523	-216	138	65	-208	-1328	-16112	-16295	315	206	118	-1872	-4160	15856
-15239	-132	95	122	-2640	160	16720	-16068	169	311	113	-5200	-3968	15104	-16524	-210	137	76	-272	-1360	-16224	-16262	316	212	115	-1840	-4208	15952
-15213	-135	92	124	-2560	256	16624	-16068	169	308	117	-5168	-4000	15008	-16531	-208	128	65	-272	-1248	-16144	-16278	318	210	120	-1808	-4208	15952
-15244	-133	86	127	-2640	256	16560	-16074	178	324	107	-5168	-3984	15168	-16538	-205	140	71	-320	-1328	-16144	-16272	324	208	111	-1744	-4192	15856
-15221	-134	84	121	-2528	192	16672	-16059	170	322	112	-5200	-3968	15152	-16539	-209	136	69	-288	-1360	-16272	-16286	324	216	113	-1872	-4176	15888
-15218	-132	93	117	-2576	256	16640	-16056	174	308	112	-5184	-3968	15104	-16518	-206	140	66	-320	-1248	-16096	-16299	314	207	108	-1776	-4176	15888
-15241	-136	95	105	-2672	224	16768	-16069	171	314	117	-5120	-3984	15168	-16533	-207	136	61	-240	-1360	-16208	-16306	328	215	112	-1936	-4192	16000
-15247	-135	88	118	-2576	208	16640	-16063	167	306	117	-5136	-4048	15168	-16539	-210	136	69	-192	-1376	-16016	-16281	319	208	119	-1808	-4128	15888
-15236	-139	83	123	-2640	160	16544	-16074	164	305	113	-5168	-3968	15120	-16545	-210	142	63	-256	-1296	-16192	-16284	315	203	115	-1856	-4160	15808
-15215	-133	86	125	-2576	176	16656	-16085	164	318	112	-5200	-4016	15024	-16525	-210	141	57	-208	-1408	-16208	-16300	320	211	117	-1744	-4224	15952
-15238	-130	104	121	-2576	256	16672	-16055	171	309	114	-5152	-4080	15072	-16533	-205	136	64	-304	-1376	-16192	-16285	325	211	118	-1888	-4176	15888
-15221	-131	84	117	-2576	272	16560	-16069	167	311	113	-5168	-4016	15152	-16534	-212	134	68	-144	-1344	-16192	-16290	322	212	112	-1888	-4144	15888
-15240	-126	93	110	-2528	224	16688	-16065	161	318	118	-5152	-4016	15120	-16551	-212	130	72	-272	-1312	-16128	-16287	330	213	120	-1760	-4128	15808
-15221	-127	96	115	-2512	176	16672	-16071	163	299	110	-5152	-3968	15040	-16546	-210	132	71	-224	-1264	-16080	-16286	324	218	123	-1872	-4192	15952
-15225	-126	80	123	-2512	256	16784	-16067	164	310	116	-5120	-3984	15088	-16523	-206	145	64	-272	-1280	-16144	-16284	320	212	127	-1776	-4256	15920
-15233	-128	92	120	-2512	208	16640	-16068	170	306	113	-5232	-3952	15008	-16534	-215	139	63	-176	-1360	-16192	-16269	320	205	122	-1840	-4224	16032
-15216	-133	85	121	-2576	256	16544	-16048	166	309	110	-5168	-3920	15168	-16567	-210	130	65	-256	-1280	-16048	-16287	318	210	125	-1904	-4208	15824
-15241	-130	90	113	-2544	224	16704	-16079	167	313	111	-5232	-3936	15184	-16553	-210	131	65	-224	-1312	-16224	-16303	319	210	119	-1824	-4208	15824
-15238	-135	95	123	-2576	160	16528	-16068	175	317	122	-5200	-3904	15056	-16528	-204	133	67	-272	-1248	-16240	-16291	316	208	112	-1872	-4208	15888
-15231	-137	90	119	-2528	224	16640	-16067	170	307	118	-5216	-3920	15168	-16550	-215	138	68	-272	-1296	-16240	-16287	318	204	110	-1856	-4176	15904
-15231	-134	94	123	-2496	256	16528	-16070	165	308	113	-5216	-3984	15056	-16533	-208	138	66	-224	-1280	-16144	-16301	318	213	122	-2000	-4192	15952
-15228	-129	95	114	-2624	224	16656	-16066	173	310	113	-5168	-4016	15056	-16548	-213	132	67	-288	-1376	-16144	-16318	322	212	120	-1808	-4256	15856
-15225	-137	93	122	-2544	176	16752	-16054	171	323	110	-5104	-4032	15184	-16527	-211	144	66	-240	-1280	-16272	-16281	317	212	121	-1856	-4208	15728
-15249	-123	90	117	-2560	320	16608	-16058	167	314	115	-5136	-3968	15168	-16530	-206	138	68	-272	-1344	-16192	-16295	325	210	120	-1808	-4144	15888
-15229	-132	94	114	-2544	256	16640	-16054	168	294	111	-5152	-4000	15120	-16541	-208	132	64	-272	-1312	-16240	-16305	318	217	114	-1888	-4144	15808
-15233	-132	90	125	-2528	336	16640	-16056	171	306	113	-5152	-4000	15024	-16553	-205	137	66	-336	-1200	-16176	-16281	319	206	117	-1936	-4288	15872
-15234	-129	88	114	-2528	288	16592	-16058	164	315	110	-5168	-4016	15184	-16552	-207	139	64	-336	-1232	-16112	-16283	312	210	112	-1824	-4240	15984
-15242	-129	89	124	-2544	272	16528	-16053	171	313	116	-5088	-4016	15072	-16512	-206	137	64	-240	-1328	-16208	-16293	316	214	114	-1872	-4160	15952
-15225	-130	95	122	-2528	224	16640	-16051	173	306	113	-5200	-3920	15168	-16530	-207	143	64	-256	-1328	-16144	-16293	323	214	115	-1792	-4224	15888
-15236	-132	97	117	-2592	224	16496	-16060	171	328	117	-5296	-4000	15104	-16540	-210	139	60	-176	-1328	-16080	-16298	322	210	120	-1776	-4144	15920
-15235	-128	92	118	-2464	176	16496	-16064	169	307	114	-5120	-4000	15120	-16505	-211	136	66	-224	-1312	-16176	-16293	322	214	116	-1872	-4160	15936
-15221	-130	88	130	-2640	256	16704	-16063	155	306	117	-5168	-4048	15120	-16529	-211	145	75	-272	-1376	-16288	-16296	323	210	116	-1824	-4224	15952
-15229	-131	95	128	-2624	352	16704	-16057	163	311	115	-5200	-4000	15168	-16549	-207	129	64	-224	-1200	-16176	-16277	327	213	116	-1824	-4208	15888
-15234	-126	89	119	-2512	256	16464	-16072	158	312	111	-5152	-3920	15024	-16535	-210	140	64	-256	-1376	-16240	-16284	322	208	116	-1824	-4224	15984
-15241	-133	92	123	-2640	256	16624	-16068	170	311	112	-5232	-4016	15056	-16516	-215	138	67	-224	-1376	-16208	-16289	319	211	124	-1824	-4208	15968
-15226	-136	85	118	-2640	256	16672	-16083	176	306	117	-5200	-4000	15152	-16539	-211	138	67	-224	-1328	-16176	-16283	319	212	114	-1968	-4304	15888
-15233	-135	95	116	-2480	240	16720	-16079	169	322	112	-5104	-3968	15200	-16524	-207	141	69	-256	-1312	-16208	-16295	316	208	118	-1728	-4192	15824
-15266	-128	95	123	-2480	240	16592	-16088	170	311	117	-5168	-3920	15152	-16530	-212	139	69	-208	-1344	-16224	-16277	319	202	116	-1904	-4256	15824
-15246	-125	94	124	-2592	272	16528	-16074	160	310	114	-5104	-3952	15120	-16510	-209	136	65	-288	-1248	-16128	-16288	323	214	118	-1808	-4176	15936
-15218	-129	91	124	-2576	160	16640	-16054	167	329	114	-5200	-3984	15008	-16547	-209	134	62	-288	-1296	-16256	-16280	320	215	118	-1904	-4112	15936
-15232	-137	92	118	-2512	144	16656	-16077	173	319	114	-5216	-3952	15152	-16543	-202	132	68	-224	-1264	-16176	-16299	315	206	121	-1872	-4272	15824
-15233	-126	87	119	-2640	176	16656	-16070	165	316	110	-5104	-4000	15152	-16531	-213	130	73	-208	-1280	-16208	-16294	319	210	113	-1824	-4144	15888
-15217	-130	100	124	-2528	304	16656	-16049	167	310	124	-5200	-4064	15168	-16516	-215	135	60	-240	-1264	-16224	-16287	318	207	114	-1856	-4176	15936
-15211	-128	86	121	-2528	192	16720	-16058	170	314	116	-5200	-3968	15120	-16502	-213	147	72	-272	-1280	-16176	-16292	322	207	118	-1952	-4176	16048
-15247	-127	104	122	-2576	208	16592	-16078	160	315	118	-5216	-3968	15136	-16545	-206	137	71	-288	-1264	-16176	-16285	321	206	116	-1728	-4192	16064
-15222	-129	93	114	-2560	144	16688	-16057	170	307	118	-5200	-3984	15152	-16551	-211	133	68	-256	-1296	-16240	-16284	323	210	116	-1840	-4208	15824
-15228	-128	95	121	-2560	272	16688	-16062	169	305	117	-5184	-3936	15104	-16546	-209	133	72	-192	-1328	-16096	-16295	320	209	112	-1856	-4160	15984
-15209	-125	85	112	-2608	192	16560	-16077	171	317	117	-5216	-4000	15024	-16557	-202	138	66	-272	-1280	-16144	-16278	324	210	112	-1792	-4320	15824
-15220	-132	96	113	-2560	192	16720	-16084	173	315	111	-5200	-3936	15008	-16533	-205	138	66	-256	-1280	-16224	-16277	324	215	115	-1824	-4064	15856
-15212	-134	94	118	-2608	224	16640	-16075	170	313	114	-5152	-4048	15072	-16537	-211	137	74	-208	-1328	-16096	-16288	320	214	109	-1872	-4160	15968
-15205	-137	87	114	-2624	224	16688	-16078	176	305	120	-5280	-3984	15104	-16540	-212	138	66	-208	-1360	-16128	-16283	329	215	117	-1856	-4112	15904
-15235	-138	96	127	-2608	256	16560	-16063	168	317	115	-5200	-3904	14992	-16528	-206	141	69	-240	-1264	-16336	-16285	331	208	121	-1808	-4144	15968
-15223	-135	89	123	-2592	224	16640	-16059	179	321	118	-5200	-4032	15120	-16530	-210	147	64	-224	-1296	-16128	-16289	315	204	117	-1808	-4160	15856
-15251	-134	94	120	-2576	208	16528	-16040	173	310	116	-5200	-4000	15056	-16524	-205	139	56	-288	-1344	-16160	-16279	324	214	123	-1824	-4320	15888
-15252	-136	99	122	-2656	224	16688	-16065	171	314	113	-5184	-3968	15072	-16525	-209	140	67	-272	-1360	-16176	-16291	323	219	120	-1840	-4176	15760
-15236	-132	89	119	-2592	160	16720	-16077	170	306	115	-5184	-3952	15184	-16524	-209	144	64	-304	-1328	-16128	-16287	320	211	110	-1824	-4192	15840
-15227	-132	89	121	-2640	272	16624	-16077	168	319	114	-5136	-3984	15136	-16530	-212	137	67	-304	-1264	-16208	-16287	317	205	121	-1888	-4192	15920
